time="2026-09-03T12:48:30+07:00" level=info msg="running analysis for input: c:\\Users\\Dell\\.gemini\\antigravity\\scratch\\study-agent"
time="2026-09-03T12:48:30+07:00" level=info msg="creating provider config"
time="2026-09-03T12:48:30+07:00" level=info msg="setting provider from provider config" provider=java
time="2026-09-03T12:48:30+07:00" level=info msg="setting provider from provider config" provider=builtin
time="2026-09-03T12:48:30+07:00" level=info msg="collecting application properties"
time="2026-09-03T12:48:30+07:00" level=info msg="loading rules for analysis" rules="C:\\Users\\Dell\\.appcat\\rulesets"
time="2026-09-03T12:48:33+07:00" level=info msg="starting provider" provider=java
time="2026-09-03T12:48:50+07:00" level=info msg="starting provider" provider=builtin
time="2026-09-03T12:48:50+07:00" level=info msg="evaluating rules for violations. see analysis.log for more info"
time="2026-09-03T12:48:52+07:00" level=info msg="[1/187] processed rule" ruleID=hardcoded-ip-address
time="2026-09-03T12:49:21+07:00" level=info msg="[30/187] processed rule" ruleID=azure-aws-config-s3-03000
time="2026-09-03T12:49:22+07:00" level=info msg="[31/187] processed rule" ruleID=azure-system-config-01000
time="2026-09-03T12:49:22+07:00" level=info msg="[32/187] processed rule" ruleID=quartz-scheduler-to-azure-functions-01000
time="2026-09-03T12:49:22+07:00" level=info msg="[33/187] processed rule" ruleID=spring-batch-to-azure-durable-functions-01000
time="2026-09-03T12:49:22+07:00" level=info msg="[34/187] processed rule" ruleID=azure-aws-config-secret-manager-05000
time="2026-09-03T12:49:22+07:00" level=info msg="[35/187] processed rule" ruleID=azure-message-queue-activemq-01000
time="2026-09-03T12:49:22+07:00" level=info msg="[36/187] processed rule" ruleID=azure-message-queue-amqp-02000
time="2026-09-03T12:49:22+07:00" level=info msg="[37/187] processed rule" ruleID=solace-pubsubplus-to-azure-servicebus-01000
time="2026-09-03T12:49:22+07:00" level=info msg="[38/187] processed rule" ruleID=azure-message-queue-java-ee-rabbitmq-amqp-01000
time="2026-09-03T12:49:22+07:00" level=info msg="[39/187] processed rule" ruleID=spring-boot-to-azure-eureka-02000
time="2026-09-03T12:49:22+07:00" level=info msg="[40/187] processed rule" ruleID=spring-boot-to-azure-eureka-03000
time="2026-09-03T12:49:22+07:00" level=info msg="[41/187] processed rule" ruleID=azure-database-microsoft-mongodb-05000
time="2026-09-03T12:49:22+07:00" level=info msg="[42/187] processed rule" ruleID=database-reliability-01000
time="2026-09-03T12:49:22+07:00" level=info msg="[43/187] processed rule" ruleID=azure-database-microsoft-mariadb-06000
time="2026-09-03T12:49:22+07:00" level=info msg="[44/187] processed rule" ruleID=azure-database-microsoft-cassandra-04000
time="2026-09-03T12:49:22+07:00" level=info msg="[45/187] processed rule" ruleID=azure-database-microsoft-sql-03000
time="2026-09-03T12:49:22+07:00" level=info msg="[46/187] processed rule" ruleID=azure-database-microsoft-oracle-07000
time="2026-09-03T12:49:22+07:00" level=info msg="[47/187] processed rule" ruleID=firebird-to-azure-postgresql-01000
time="2026-09-03T12:49:22+07:00" level=info msg="[48/187] processed rule" ruleID=apm-00001
time="2026-09-03T12:49:22+07:00" level=info msg="[49/187] processed rule" ruleID=ibm-db2-to-azure-postgresql-01000
time="2026-09-03T12:49:22+07:00" level=info msg="[50/187] processed rule" ruleID=apm-00002
time="2026-09-03T12:49:22+07:00" level=info msg="[51/187] processed rule" ruleID=auth-00000
time="2026-09-03T12:49:22+07:00" level=info msg="[52/187] processed rule" ruleID=auth-01000
time="2026-09-03T12:49:22+07:00" level=info msg="[53/187] processed rule" ruleID=spring-boot-to-azure-key-vault-01000
time="2026-09-03T12:49:22+07:00" level=info msg="[54/187] processed rule" ruleID=spring-boot-to-azure-openfeign-01000
time="2026-09-03T12:49:22+07:00" level=info msg="[55/187] processed rule" ruleID=auth-03000
time="2026-09-03T12:49:22+07:00" level=info msg="[56/187] processed rule" ruleID=auth-02000
time="2026-09-03T12:49:22+07:00" level=info msg="[57/187] processed rule" ruleID=auth-04000
time="2026-09-03T12:49:22+07:00" level=info msg="[58/187] processed rule" ruleID=openliberty-database-00002
time="2026-09-03T12:49:22+07:00" level=info msg="[59/187] processed rule" ruleID=sqlite-to-azure-postgresql-01000
time="2026-09-03T12:49:22+07:00" level=info msg="[60/187] processed rule" ruleID=tibco-ems-jms-to-azure-servicebus-jms-01000
time="2026-09-03T12:49:22+07:00" level=info msg="[61/187] processed rule" ruleID=openliberty-database-00005
time="2026-09-03T12:49:22+07:00" level=info msg="[62/187] processed rule" ruleID=azure-database-mysql-01000
time="2026-09-03T12:49:22+07:00" level=info msg="[63/187] processed rule" ruleID=azure-database-postgresql-02000
time="2026-09-03T12:49:23+07:00" level=info msg="[64/187] processed rule" ruleID=openliberty-database-00004
time="2026-09-03T12:49:23+07:00" level=info msg="[65/187] processed rule" ruleID=apm-00003
time="2026-09-03T12:49:23+07:00" level=info msg="progressive report updated"
time="2026-09-03T12:49:23+07:00" level=info msg="[66/187] processed rule" ruleID=openliberty-database-00006
time="2026-09-03T12:49:23+07:00" level=info msg="[67/187] processed rule" ruleID=openliberty-database-00007
time="2026-09-03T12:49:23+07:00" level=info msg="[68/187] processed rule" ruleID=openliberty-filesystem-00003
time="2026-09-03T12:49:23+07:00" level=info msg="[69/187] processed rule" ruleID=openliberty-filesystem-00004
time="2026-09-03T12:49:23+07:00" level=info msg="[70/187] processed rule" ruleID=openliberty-jms-00002
time="2026-09-03T12:49:23+07:00" level=info msg="[71/187] processed rule" ruleID=openliberty-jms-00003
time="2026-09-03T12:49:23+07:00" level=info msg="[72/187] processed rule" ruleID=openliberty-filesystem-00001
time="2026-09-03T12:49:23+07:00" level=info msg="[73/187] processed rule" ruleID=openliberty-jms-00006
time="2026-09-03T12:49:23+07:00" level=info msg="[74/187] processed rule" ruleID=sybase-ase-to-azure-database-01000
time="2026-09-03T12:49:23+07:00" level=info msg="[75/187] processed rule" ruleID=openliberty-database-00003
time="2026-09-03T12:49:23+07:00" level=info msg="[76/187] processed rule" ruleID=openliberty-jms-00005
time="2026-09-03T12:49:23+07:00" level=info msg="[77/187] processed rule" ruleID=spring-framework-version-01000
time="2026-09-03T12:49:23+07:00" level=info msg="[78/187] processed rule" ruleID=spring-framework-version-02000
time="2026-09-03T12:49:23+07:00" level=info msg="[79/187] processed rule" ruleID=openliberty-database-00001
time="2026-09-03T12:49:23+07:00" level=info msg="[80/187] processed rule" ruleID=jakarta-ee-version-01000
time="2026-09-03T12:49:23+07:00" level=info msg="[81/187] processed rule" ruleID=openliberty-jms-00001
time="2026-09-03T12:49:23+07:00" level=info msg="[82/187] processed rule" ruleID=google-cloud-bigtable-to-azure-cosmosdb-01000
time="2026-09-03T12:49:23+07:00" level=info msg="[83/187] processed rule" ruleID=google-pubsub-to-azure-service-bus-01000
time="2026-09-03T12:49:24+07:00" level=info msg="[84/187] processed rule" ruleID=google-firestore-to-azure-cosmosdb-01000
time="2026-09-03T12:49:24+07:00" level=info msg="[85/187] processed rule" ruleID=google-cloud-storage-to-azure-blob-storage-01000
time="2026-09-03T12:49:24+07:00" level=info msg="[86/187] processed rule" ruleID=google-cloud-functions-to-azure-functions-01000
time="2026-09-03T12:49:24+07:00" level=info msg="[87/187] processed rule" ruleID=google-cloud-spanner-to-azure-postgresql-01000
time="2026-09-03T12:49:24+07:00" level=info msg="[88/187] processed rule" ruleID=openliberty-database-00008
time="2026-09-03T12:49:24+07:00" level=info msg="[89/187] processed rule" ruleID=embedded-cache-01000
time="2026-09-03T12:49:24+07:00" level=info msg="[90/187] processed rule" ruleID=embedded-cache-02000
time="2026-09-03T12:49:24+07:00" level=info msg="[91/187] processed rule" ruleID=embedded-cache-03000
time="2026-09-03T12:49:24+07:00" level=info msg="[92/187] processed rule" ruleID=embedded-cache-04000
time="2026-09-03T12:49:24+07:00" level=info msg="[93/187] processed rule" ruleID=embedded-cache-05000
time="2026-09-03T12:49:24+07:00" level=info msg="[94/187] processed rule" ruleID=embedded-cache-06000
time="2026-09-03T12:49:24+07:00" level=info msg="[95/187] processed rule" ruleID=embedded-cache-07000
time="2026-09-03T12:49:24+07:00" level=info msg="[96/187] processed rule" ruleID=embedded-cache-08000
time="2026-09-03T12:49:24+07:00" level=info msg="[97/187] processed rule" ruleID=embedded-cache-09000
time="2026-09-03T12:49:24+07:00" level=info msg="[98/187] processed rule" ruleID=embedded-cache-10000
time="2026-09-03T12:49:24+07:00" level=info msg="[99/187] processed rule" ruleID=embedded-cache-11000
time="2026-09-03T12:49:24+07:00" level=info msg="[100/187] processed rule" ruleID=embedded-cache-12000
time="2026-09-03T12:49:24+07:00" level=info msg="[101/187] processed rule" ruleID=embedded-cache-13000
time="2026-09-03T12:49:24+07:00" level=info msg="[102/187] processed rule" ruleID=embedded-cache-14000
time="2026-09-03T12:49:24+07:00" level=info msg="[103/187] processed rule" ruleID=openliberty-database-00009
time="2026-09-03T12:49:24+07:00" level=info msg="[104/187] processed rule" ruleID=embedded-cache-16000
time="2026-09-03T12:49:24+07:00" level=info msg="[105/187] processed rule" ruleID=java-corba-00000
time="2026-09-03T12:49:24+07:00" level=info msg="[106/187] processed rule" ruleID=java-rmi-00000
time="2026-09-03T12:49:24+07:00" level=info msg="[107/187] processed rule" ruleID=embedded-cache-15000
time="2026-09-03T12:49:24+07:00" level=info msg="[108/187] processed rule" ruleID=java-rmi-00001
time="2026-09-03T12:49:24+07:00" level=info msg="[109/187] processed rule" ruleID=java-rpc-00000
time="2026-09-03T12:49:24+07:00" level=info msg="[110/187] processed rule" ruleID=azure-password-01000
time="2026-09-03T12:49:24+07:00" level=info msg="[111/187] processed rule" ruleID=java-ldap-to-msft-entra-id-01000
time="2026-09-03T12:49:24+07:00" level=info msg="[112/187] processed rule" ruleID=openliberty-logging-00001
time="2026-09-03T12:49:24+07:00" level=info msg="[113/187] processed rule" ruleID=local-storage-00002
time="2026-09-03T12:49:24+07:00" level=info msg="[114/187] processed rule" ruleID=local-storage-00003
time="2026-09-03T12:49:24+07:00" level=info msg="[115/187] processed rule" ruleID=openliberty-logging-00002
time="2026-09-03T12:49:24+07:00" level=info msg="[116/187] processed rule" ruleID=jni-native-code-00000
time="2026-09-03T12:49:24+07:00" level=info msg="[117/187] processed rule" ruleID=google-gcr-to-azure-acr-01000
time="2026-09-03T12:49:24+07:00" level=info msg="[118/187] processed rule" ruleID=local-storage-00001
time="2026-09-03T12:49:24+07:00" level=info msg="[119/187] processed rule" ruleID=openliberty-filesystem-00002
time="2026-09-03T12:49:24+07:00" level=info msg="[120/187] processed rule" ruleID=openliberty-jms-00004
time="2026-09-03T12:49:24+07:00" level=info msg="[121/187] processed rule" ruleID=jni-native-code-00001
time="2026-09-03T12:49:24+07:00" level=info msg="[122/187] processed rule" ruleID=local-storage-00006
time="2026-09-03T12:49:24+07:00" level=info msg="[123/187] processed rule" ruleID=jca-00000
time="2026-09-03T12:49:24+07:00" level=info msg="[124/187] processed rule" ruleID=logging-0001
time="2026-09-03T12:49:24+07:00" level=info msg="[125/187] processed rule" ruleID=logging-0003
time="2026-09-03T12:49:24+07:00" level=info msg="[126/187] processed rule" ruleID=logging-0004
time="2026-09-03T12:49:24+07:00" level=info msg="[127/187] processed rule" ruleID=logging-0005
time="2026-09-03T12:49:25+07:00" level=info msg="[128/187] processed rule" ruleID=logging-0000
time="2026-09-03T12:49:25+07:00" level=info msg="[129/187] processed rule" ruleID=local-storage-00005
time="2026-09-03T12:49:25+07:00" level=info msg="[130/187] processed rule" ruleID=socket-communication-00000
time="2026-09-03T12:49:25+07:00" level=info msg="[131/187] processed rule" ruleID=socket-communication-00001
time="2026-09-03T12:49:25+07:00" level=info msg="[132/187] processed rule" ruleID=local-storage-00004
time="2026-09-03T12:49:25+07:00" level=info msg="[133/187] processed rule" ruleID=web-11000
time="2026-09-03T12:49:25+07:00" level=info msg="[134/187] processed rule" ruleID=web-10000
time="2026-09-03T12:49:25+07:00" level=info msg="[135/187] processed rule" ruleID=localhost-jdbc-00002
time="2026-09-03T12:49:25+07:00" level=info msg="[136/187] processed rule" ruleID=localhost-ws-00003
time="2026-09-03T12:49:25+07:00" level=info msg="[137/187] processed rule" ruleID=localhost-http-00001
time="2026-09-03T12:49:25+07:00" level=info msg="[138/187] processed rule" ruleID=session-00001
time="2026-09-03T12:49:25+07:00" level=info msg="[139/187] processed rule" ruleID=localhost-00004
time="2026-09-03T12:49:25+07:00" level=info msg="[140/187] processed rule" ruleID=logging-0002
time="2026-09-03T12:49:25+07:00" level=info msg="[141/187] processed rule" ruleID=windows-registry-00000
time="2026-09-03T12:49:25+07:00" level=info msg="[142/187] processed rule" ruleID=webform-auth-00000
time="2026-09-03T12:49:25+07:00" level=info msg="[143/187] processed rule" ruleID=hardcoded-urls-00001
time="2026-09-03T12:49:25+07:00" level=info msg="[144/187] processed rule" ruleID=hardcoded-urls-00002
time="2026-09-03T12:49:25+07:00" level=info msg="[145/187] processed rule" ruleID=ant-build-tool-00001
time="2026-09-03T12:49:25+07:00" level=info msg="[146/187] processed rule" ruleID=external-config-00000
time="2026-09-03T12:49:25+07:00" level=info msg="[147/187] processed rule" ruleID=jakarta-auth-00001
time="2026-09-03T12:49:25+07:00" level=info msg="[148/187] processed rule" ruleID=jakarta-database-00001
time="2026-09-03T12:49:25+07:00" level=info msg="[149/187] processed rule" ruleID=jakarta-database-00002
time="2026-09-03T12:49:25+07:00" level=info msg="[150/187] processed rule" ruleID=jakarta-database-00003
time="2026-09-03T12:49:25+07:00" level=info msg="[151/187] processed rule" ruleID=jakarta-service-00001
time="2026-09-03T12:49:25+07:00" level=info msg="[152/187] processed rule" ruleID=jakarta-service-00002
time="2026-09-03T12:49:26+07:00" level=info msg="[153/187] processed rule" ruleID=unsecure-network-protocol-00000
time="2026-09-03T12:49:26+07:00" level=info msg="[154/187] processed rule" ruleID=dockerfile-00000
time="2026-09-03T12:49:26+07:00" level=info msg="[155/187] processed rule" ruleID=dockerfile-00010
time="2026-09-03T12:49:26+07:00" level=info msg="[156/187] processed rule" ruleID=dockerfile-00030
time="2026-09-03T12:49:26+07:00" level=info msg="[157/187] processed rule" ruleID=dockerfile-00020
time="2026-09-03T12:49:26+07:00" level=info msg="progressive report updated"
time="2026-09-03T12:49:26+07:00" level=info msg="[158/187] processed rule" ruleID=clustering-00000
time="2026-09-03T12:49:26+07:00" level=info msg="[159/187] processed rule" ruleID=mail-00000
time="2026-09-03T12:49:26+07:00" level=info msg="[160/187] processed rule" ruleID=cra-weak-crypto-rc4-04000
time="2026-09-03T12:49:26+07:00" level=info msg="[161/187] processed rule" ruleID=cra-weak-crypto-md5-01000
time="2026-09-03T12:49:26+07:00" level=info msg="[162/187] processed rule" ruleID=cra-weak-crypto-sha1-02000
time="2026-09-03T12:49:26+07:00" level=info msg="[163/187] processed rule" ruleID=cra-weak-crypto-blowfish-06000
time="2026-09-03T12:49:26+07:00" level=info msg="[164/187] processed rule" ruleID=cra-weak-crypto-des-03000
time="2026-09-03T12:49:26+07:00" level=info msg="[165/187] processed rule" ruleID=cra-weak-crypto-ecb-05000
time="2026-09-03T12:49:26+07:00" level=info msg="[166/187] processed rule" ruleID=cra-insecure-tls-hostname-verify-04000
time="2026-09-03T12:49:26+07:00" level=info msg="[167/187] processed rule" ruleID=cra-insecure-tls-protocol-01000
time="2026-09-03T12:49:26+07:00" level=info msg="[168/187] processed rule" ruleID=cra-hardcoded-credential-password-01000
time="2026-09-03T12:49:26+07:00" level=info msg="[169/187] processed rule" ruleID=cra-hardcoded-credential-crypto-key-05000
time="2026-09-03T12:49:26+07:00" level=info msg="[170/187] processed rule" ruleID=cra-weak-crypto-password-hash-07000
time="2026-09-03T12:49:26+07:00" level=info msg="[171/187] processed rule" ruleID=cra-insecure-random-math-02000
time="2026-09-03T12:49:26+07:00" level=info msg="[172/187] processed rule" ruleID=azure-java-sdk-legacy-migration-01000
time="2026-09-03T12:49:26+07:00" level=info msg="[173/187] processed rule" ruleID=cra-hardcoded-credential-apikey-02000
time="2026-09-03T12:49:26+07:00" level=info msg="[174/187] processed rule" ruleID=cra-insecure-random-threadlocal-03000
time="2026-09-03T12:49:26+07:00" level=info msg="[175/187] processed rule" ruleID=utf-8-by-default-00000
time="2026-09-03T12:49:26+07:00" level=info msg="[176/187] processed rule" ruleID=cra-insecure-tls-trust-all-03000
time="2026-09-03T12:49:26+07:00" level=info msg="[177/187] processed rule" ruleID=cra-insecure-random-01000
time="2026-09-03T12:49:26+07:00" level=info msg="[178/187] processed rule" ruleID=oracle2openjdk-00002
time="2026-09-03T12:49:26+07:00" level=info msg="[179/187] processed rule" ruleID=utf-8-by-default-00030
time="2026-09-03T12:49:26+07:00" level=info msg="[180/187] processed rule" ruleID=utf-8-by-default-00020
time="2026-09-03T12:49:26+07:00" level=info msg="[181/187] processed rule" ruleID=oracle2openjdk-00006
time="2026-09-03T12:49:26+07:00" level=info msg="[182/187] processed rule" ruleID=cra-hardcoded-credential-config-03000
time="2026-09-03T12:49:27+07:00" level=info msg="[183/187] processed rule" ruleID=cra-insecure-tls-cipher-suite-05000
time="2026-09-03T12:49:27+07:00" level=info msg="[184/187] processed rule" ruleID=cra-hardcoded-credential-default-pwd-04000
time="2026-09-03T12:49:27+07:00" level=info msg="[185/187] processed rule" ruleID=utf-8-by-default-00010
time="2026-09-03T12:49:27+07:00" level=info msg="progressive report updated"
time="2026-09-03T12:49:27+07:00" level=info msg="[186/187] processed rule" ruleID=eclipse-00002
time="2026-09-03T12:49:27+07:00" level=info msg="[187/187] processed rule" ruleID=cra-insecure-tls-config-02000
time="2026-09-03T12:49:27+07:00" level=info msg="RunRules completed"
time="2026-09-03T12:49:28+07:00" level=info msg="creating and saving unified result"
time="2026-09-03T12:49:28+07:00" level=info msg="Unified result saved to file" file="c:\\Users\\Dell\\.gemini\\antigravity\\scratch\\study-agent\\.github\\modernize\\assessment\\engines\\appcat\\result\\report.json"
time="2026-09-03T12:49:28+07:00" level=info msg="unable to get dependency output. use source analysis result only"
time="2026-09-03T12:49:28+07:00" level=info msg="skipping static report generation because of --skip-static-report flag"
EXIT_CODE: 0
